,filename,cluster,original_basename_q,original_basename_m,isUnique
1028,dmCPVrGva5M-04a097aa8c9314e81b3a0d920579780c,902,dmCPVrGva5M-04a097aa8c9314e81b3a0d920579780c,dmCPVrGva5M-04a097aa8c9314e81b3a0d920579780c,True
1029,x2XRIgQTtKI-0acd49b7b659f5c4b4a4384a258092a9,903,x2XRIgQTtKI-0acd49b7b659f5c4b4a4384a258092a9,x2XRIgQTtKI-0acd49b7b659f5c4b4a4384a258092a9,True
1030,8ce7dfcd2f284b158166f66fa433c60b,904,cMVWOb0u46g-22301d4a2db7a0ce4ea3e2e50a4c6cd5,cMVWOb0u46g-22301d4a2db7a0ce4ea3e2e50a4c6cd5,False
1031,jH8KXGEW7kw-51d848ea68eb3877c963e38908c0093e,905,jH8KXGEW7kw-51d848ea68eb3877c963e38908c0093e,jH8KXGEW7kw-51d848ea68eb3877c963e38908c0093e,True
1033,0e57cd65cae44889ba079ef92c00fdfd,907,jH8KXGEW7kw-51d848ea68eb3877c963e38908c0093e,jH8KXGEW7kw-51d848ea68eb3877c963e38908c0093e,False
1036,jO6ZXTWX-PA-489942194feef43d0c998f13255ecc32,910,jO6ZXTWX-PA-489942194feef43d0c998f13255ecc32,jO6ZXTWX-PA-489942194feef43d0c998f13255ecc32,True
1037,cc405c4c856e46108ff20f183dc6680d,911,LlhsCZDYUCY-2872246aa999af69871c3af1458bf96f,LlhsCZDYUCY-2872246aa999af69871c3af1458bf96f,False
1038,1b35e8a8f121457c8bc5afe5fcf03e41,105,Tx8x4uNW4_U-751029baa910c3a5ccdf40da8c057166,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,False
1040,d2a29db96aca462785efffddc7ceed79,913,Kfhdi1HS_sU-a138bae1dd88a58a26eb837ab516c0a0,Kfhdi1HS_sU-a138bae1dd88a58a26eb837ab516c0a0,False
1043,a5c495507a25481e9d0ac70fd9365119,915,Ku3arTrM0jg-8dc21d6fbeaddaa7a6cd6e5a86c90b4e,Ku3arTrM0jg-8dc21d6fbeaddaa7a6cd6e5a86c90b4e,False
1044,909af21cbd3d4ed5a9fe8be2948da0cf,916,rYXGYt9nKXE-9e0b052a724e704a88ddbde41070af3a,rYXGYt9nKXE-9e0b052a724e704a88ddbde41070af3a,False
1046,be2981d767ba4f1d88f36ad187fce56d,918,TNN-5IlSAK8-1cfa9bf3f11dfc015be95802f53293be,TNN-5IlSAK8-1cfa9bf3f11dfc015be95802f53293be,False
1047,9bCp4FAHaNU-77f0427f0deaa2b4109483d95eb9089f,919,9bCp4FAHaNU-77f0427f0deaa2b4109483d95eb9089f,9bCp4FAHaNU-77f0427f0deaa2b4109483d95eb9089f,True
1049,3c6b188e11cd43abb2eb1f60934a1bbd,921,HXiEnha7YTE-2cc3b6719b923c30cd29c83d27cd4300,HXiEnha7YTE-2cc3b6719b923c30cd29c83d27cd4300,False
1051,5e09ef9c1df141d28e4565a25cb3ca32,923,94g4ysN4qVs-657067b21447935a88b4da5a1a74eeac,94g4ysN4qVs-657067b21447935a88b4da5a1a74eeac,False
1052,341fba88128e4018bdbc2a0d570249e2,924,qGCz-jTygWQ-6c41dd8833096dfabfea0da4be096f82,qGCz-jTygWQ-6c41dd8833096dfabfea0da4be096f82,False
1057,0skcZddaa3Q-389610305899163cf6ddad122a54954e,928,0skcZddaa3Q-389610305899163cf6ddad122a54954e,0skcZddaa3Q-389610305899163cf6ddad122a54954e,True
1058,nomlAjT7JXg-64b616daa1751efd9b70f859ac4bc4e8,654,nomlAjT7JXg-64b616daa1751efd9b70f859ac4bc4e8,nomlAjT7JXg-64b616daa1751efd9b70f859ac4bc4e8,True
1063,5u1RTim6fk0-6110763daff6b9fbb522d6dec4aca22c,475,5u1RTim6fk0-6110763daff6b9fbb522d6dec4aca22c,hyVkqP13CIQ-51cae72eb6402ff451941044a23869b3,True
1066,VaO-OpFPg2A-0eee60c766905dd04230864eee939e21,935,VaO-OpFPg2A-0eee60c766905dd04230864eee939e21,k6hi1uQlwyQ-16f471929bb2fff651b33a1f63c203da,True
1067,1c6e8f69312243e09dcf12bbcbd4994b,936,U0jytcVyiXY-265790baf0f82c58ac338c45b2dedb16,U0jytcVyiXY-265790baf0f82c58ac338c45b2dedb16,False
1071,916cc4d7494647f3ba816f88602216ab,530,p6w-d1QBPSs-d0755782a73feb9f8c18163f8f58c28b,p6w-d1QBPSs-d0755782a73feb9f8c18163f8f58c28b,False
1073,5fad271fcbd348b6b35055eae326792f,940,lQ0I4xxacsQ-981f18f920b480e4588ea34416e4eb0f,lQ0I4xxacsQ-981f18f920b480e4588ea34416e4eb0f,False
1074,bbc8fae102dc46f88b72f68f5b7a4306,941,PlntsbsA4Cw-adcf874a792071e2432211cf686657e5,PlntsbsA4Cw-adcf874a792071e2432211cf686657e5,False
1076,414e062cb6fb4372bf6deacabf311593,701,nyia9UqpBnc-19fe4eab9ffa2ac395045a7320550fed,nyia9UqpBnc-19fe4eab9ffa2ac395045a7320550fed,False
1077,bCoersXDThs-bc2e9a490d10a99c69a2455cb18f5c56,756,bCoersXDThs-bc2e9a490d10a99c69a2455cb18f5c56,bCoersXDThs-bc2e9a490d10a99c69a2455cb18f5c56,True
1078,pgERmiWxR3s-a7c2e57b2fc3aa137ec3a7ba33a6a18c,261,pgERmiWxR3s-a7c2e57b2fc3aa137ec3a7ba33a6a18c,pgERmiWxR3s-a7c2e57b2fc3aa137ec3a7ba33a6a18c,True
1080,Wa5_fQVlU1w-482f5996d46f7ce369ee9222ee6821fb,0,Wa5_fQVlU1w-482f5996d46f7ce369ee9222ee6821fb,Wa5_fQVlU1w-482f5996d46f7ce369ee9222ee6821fb,True
1081,769a02493ea5482aa0f8b6c898f089d6,943,MAxuihfpanU-4c3ed36d91d64bb4750d56533a0cd8ef,MAxuihfpanU-4c3ed36d91d64bb4750d56533a0cd8ef,False
1082,42d9379c587a46fab3810784eaf6247a,944,6tAZLiaBUcA-6d33cbb7b6f52823b91106f922e44121,6tAZLiaBUcA-6d33cbb7b6f52823b91106f922e44121,False
1083,298f4066b44a4666af7b13a84a0d723d,49,7NFLv137dRo-f5ea0a643e72c46dff2b5f52289f2ead,7NFLv137dRo-f5ea0a643e72c46dff2b5f52289f2ead,False
1085,D5tuNsZlf6g-421d37bfa5fbe82fd4790f6a4833eed0,323,D5tuNsZlf6g-421d37bfa5fbe82fd4790f6a4833eed0,D5tuNsZlf6g-421d37bfa5fbe82fd4790f6a4833eed0,True
1086,97560b4c441740a2ae1e442f8d338c08,946,pbDcLobEjDs-15fe4262f91fd7a4db2772ae8c311238,pbDcLobEjDs-15fe4262f91fd7a4db2772ae8c311238,False
1089,R-0drfUiAwQ-f7cea25e968081438d25739eebec36c1,949,R-0drfUiAwQ-f7cea25e968081438d25739eebec36c1,R-0drfUiAwQ-f7cea25e968081438d25739eebec36c1,True
1090,839npxFIFuw-eb2b470bd1ec2e96b4107fca1ac35971,950,839npxFIFuw-eb2b470bd1ec2e96b4107fca1ac35971,839npxFIFuw-eb2b470bd1ec2e96b4107fca1ac35971,True
1092,732e78fbdc9c41658a5a227cd9d32dba,952,gUh_GeEgXpI-a5d68b94975961b05244868e5e325d20,gUh_GeEgXpI-a5d68b94975961b05244868e5e325d20,False
1094,890f49e7b6d14ea5a777e0a2392a3961,954,ei2yODzATiE-9041a96db043fe1a67dda557fa8b7125,ei2yODzATiE-9041a96db043fe1a67dda557fa8b7125,False
1096,ffd601806b2c4b32836f2b1b3f3b7b34,956,LvFt0Tp1vB8-aa896f747fd19f3c28b52dc67651dbda,LvFt0Tp1vB8-aa896f747fd19f3c28b52dc67651dbda,False
1097,W3UHKYaFdhg-7eb90000efc9da69d64b248cefadb023,14,W3UHKYaFdhg-7eb90000efc9da69d64b248cefadb023,W3UHKYaFdhg-7eb90000efc9da69d64b248cefadb023,True
1099,CMcPeaMK6xo-4bc269214315a2c0c2095c7214d60438,716,CMcPeaMK6xo-4bc269214315a2c0c2095c7214d60438,CMcPeaMK6xo-4bc269214315a2c0c2095c7214d60438,True
1100,bad5fcf464c946ff8822d2857d7123cc,958,00emEaHcZUc-2035f2f4f51b5f08263ce9a0e3ba88cc,00emEaHcZUc-2035f2f4f51b5f08263ce9a0e3ba88cc,False
1102,fee84a7f86714ffd8a0b760d0425ac00,960,lu67G7hVlUM-16d2596e3bb8f54032b01f54fc9d1770,lu67G7hVlUM-16d2596e3bb8f54032b01f54fc9d1770,False
1103,69Ri7ItDmS4-5717b7b1f2d8f77c3a22532f2b1ce160,961,69Ri7ItDmS4-5717b7b1f2d8f77c3a22532f2b1ce160,69Ri7ItDmS4-5717b7b1f2d8f77c3a22532f2b1ce160,True
1105,7c1b06d752d9459aa2239a8875aed18a,963,pbDcLobEjDs-15fe4262f91fd7a4db2772ae8c311238,pbDcLobEjDs-15fe4262f91fd7a4db2772ae8c311238,False
1109,6676775f34c8439391e99fedf5f65be5,966,4Qpcf3Kx6xI-ac5647fba065f6679c92ee15cc428a8b,4Qpcf3Kx6xI-ac5647fba065f6679c92ee15cc428a8b,False
1110,57f309edd5c04ecf985f3b32cf1fc6c7,967,5u1RTim6fk0-6110763daff6b9fbb522d6dec4aca22c,5u1RTim6fk0-6110763daff6b9fbb522d6dec4aca22c,False
1111,dxZ4p7oRNpQ-9a9db9fca309340e31660b2b9c0c01f1,968,dxZ4p7oRNpQ-9a9db9fca309340e31660b2b9c0c01f1,dxZ4p7oRNpQ-9a9db9fca309340e31660b2b9c0c01f1,True
1112,1871cc112ae74a5e806dbe93b29ab998,6,uvikkyNIhHA-d9575536ba02ebf0dbcf4f80db176700,uvikkyNIhHA-d9575536ba02ebf0dbcf4f80db176700,False
1113,1X1oZUAW5ds-a017ae11dcedfd0eb915278a1783e375,969,1X1oZUAW5ds-a017ae11dcedfd0eb915278a1783e375,1X1oZUAW5ds-a017ae11dcedfd0eb915278a1783e375,True
1116,2979eec6caff4fa99c162d752843725d,972,pbVxpV-6iXY-37d425cc2cc57414eab5c062a665fc16,pbVxpV-6iXY-37d425cc2cc57414eab5c062a665fc16,False
1117,119afa92c4744686bbe5b30efc36db0c,973,cW51HiyRXTk-102421b7f08102d49fa0d2ba8e792151,cW51HiyRXTk-102421b7f08102d49fa0d2ba8e792151,False
1120,a553714a04f543df9f0c1ad15dde77ca,975,TvISk3jLDt8-8273230bfd8e4772b1801062c59e87c5,TvISk3jLDt8-8273230bfd8e4772b1801062c59e87c5,False
1123,acac6a0c9b134b1ebedcf24145c421c3,978,uECxS6xOH0U-e0a5a95ccd786cbc786224e508b200e7,uECxS6xOH0U-e0a5a95ccd786cbc786224e508b200e7,False
1124,622b131b8fdf4dbaa28883019c205f7b,979,hE92wvk0kcQ-8440097a3feefc6d1765ec7f3070e128,hE92wvk0kcQ-8440097a3feefc6d1765ec7f3070e128,False
1125,7deb36f4aac84148926775bec0887d00,980,2CwEzBPhMrI-39b4aca4d10f5473321eba15e6ffd27e,2CwEzBPhMrI-39b4aca4d10f5473321eba15e6ffd27e,False
1126,STFYVU8e_n0-567b64d022dbc3a2acdb317cf28c4592,981,STFYVU8e_n0-567b64d022dbc3a2acdb317cf28c4592,STFYVU8e_n0-567b64d022dbc3a2acdb317cf28c4592,True
1127,2aca3084bf0240c087fe2b0899808527,982,9oziuihslYw-4e40b91603b42b60ce2cf5cf1853ded1,9oziuihslYw-4e40b91603b42b60ce2cf5cf1853ded1,False
1130,GhmiBQWoT0Y-9ba30d949fae62dfc38da4dffe6563a3,985,GhmiBQWoT0Y-9ba30d949fae62dfc38da4dffe6563a3,GhmiBQWoT0Y-9ba30d949fae62dfc38da4dffe6563a3,True
1131,nkH4V6d_Xsg-441ca599b01921020cf6260368ddb893,986,nkH4V6d_Xsg-441ca599b01921020cf6260368ddb893,nkH4V6d_Xsg-441ca599b01921020cf6260368ddb893,True
1132,999c401444364d7bbc03b627ae3d6643,987,N4b5MK2ZW3c-d41f1f035cd1b9d333576da99202cb90,N4b5MK2ZW3c-d41f1f035cd1b9d333576da99202cb90,False
1133,hyVkqP13CIQ-51cae72eb6402ff451941044a23869b3,475,hyVkqP13CIQ-51cae72eb6402ff451941044a23869b3,hyVkqP13CIQ-51cae72eb6402ff451941044a23869b3,True
1135,550c6ee08ac64e31849862c60b810cb9,492,rXhQjSA5jfU-36065d168365f361c457a8d1a134746a,rXhQjSA5jfU-36065d168365f361c457a8d1a134746a,False
1136,8e585459e5ca49188e03168842056ce8,989,g9WyvQMluD8-c7eb12c004db838d39448b6a57d6a430,g9WyvQMluD8-c7eb12c004db838d39448b6a57d6a430,False
1138,3042c65cf560436e83de997efcce7229,990,WMlPfjmxMrU-861c246d3e6f5c46e3d1903430e26124,WMlPfjmxMrU-861c246d3e6f5c46e3d1903430e26124,False
1140,541334c9fa8041ec99f921392344343e,992,WbXAGOrI2t8-4d8e749e6a7f8273dcef742b56e47a12,WbXAGOrI2t8-4d8e749e6a7f8273dcef742b56e47a12,False
1142,3f34c37750e24644bcac6ca9b57b93b9,994,1s0q3XjzrQ0-08429719dc63d21ee31dfa01d9ddba74,1s0q3XjzrQ0-08429719dc63d21ee31dfa01d9ddba74,False
1145,d38301263cd74e14b9039cca11cb25f2,715,mJGS3GhwG_0-65c539064a3666605ef13b7984332059,mJGS3GhwG_0-65c539064a3666605ef13b7984332059,False
1146,24e7d46df01749c59ba46a02848bca78,534,dB3BipcKT18-6ad3ac638df02f30356841a4d379a936,dB3BipcKT18-6ad3ac638df02f30356841a4d379a936,False
1147,lUCLW5yNB_c-6eaefb2cf76574a7ced189bc8647e55e,824,lUCLW5yNB_c-6eaefb2cf76574a7ced189bc8647e55e,lUCLW5yNB_c-6eaefb2cf76574a7ced189bc8647e55e,True
1148,KD-zqWSnLHg-b59c0c64a8cb8a1dc1ebd5452767bdd8,997,KD-zqWSnLHg-b59c0c64a8cb8a1dc1ebd5452767bdd8,KD-zqWSnLHg-b59c0c64a8cb8a1dc1ebd5452767bdd8,True
1149,Dy_7KUTKEWE-b7d7eb4ae030eb22f16bbb95a3f9bf12,998,Dy_7KUTKEWE-b7d7eb4ae030eb22f16bbb95a3f9bf12,Dy_7KUTKEWE-b7d7eb4ae030eb22f16bbb95a3f9bf12,True
1150,WbXAGOrI2t8-4d8e749e6a7f8273dcef742b56e47a12,992,WbXAGOrI2t8-4d8e749e6a7f8273dcef742b56e47a12,WbXAGOrI2t8-4d8e749e6a7f8273dcef742b56e47a12,True
1151,a037780aa09b49c19fe1d8cf8e27a90a,999,tN2HCzebd8A-dfbde38f507c1aaf9234c238820f38b2,tN2HCzebd8A-dfbde38f507c1aaf9234c238820f38b2,False
1152,nlYDp0XIFyk-bdc9a88f2f450aa4c792ea7ec0629233,1000,nlYDp0XIFyk-bdc9a88f2f450aa4c792ea7ec0629233,nlYDp0XIFyk-bdc9a88f2f450aa4c792ea7ec0629233,True
1158,77ea937e7e4d4a9fa7b6210d490e0de2,1006,jU1MgcbSpwA-6a91a8bcbb42936aa2585d0f893fe0a3,jU1MgcbSpwA-6a91a8bcbb42936aa2585d0f893fe0a3,False
1159,d795c76feda04b0b9820e938516a12a8,458,38NgfwT8QdM-7833ee88770404616f1b76c17a11d2fb,38NgfwT8QdM-7833ee88770404616f1b76c17a11d2fb,False
1160,213e49fccef641cd822d640a4e8b1ade,710,bp5hrH2jYD4-00a1e210b8039384a2acfd194cbe561e,bp5hrH2jYD4-00a1e210b8039384a2acfd194cbe561e,False
1162,9173eb9a1b854c7baae3e64adcbe5789,701,nyia9UqpBnc-19fe4eab9ffa2ac395045a7320550fed,nyia9UqpBnc-19fe4eab9ffa2ac395045a7320550fed,False
1164,Q5SJGpUBebk-15316f6183a02109bf434f4312e56e2f,1009,Q5SJGpUBebk-15316f6183a02109bf434f4312e56e2f,Q5SJGpUBebk-15316f6183a02109bf434f4312e56e2f,True
1165,52431246c0dd49588afe9a105d1c8cbc,1010,gfi9svfxxCM-3244172cdf3f41daded3bc06ab67d619,gfi9svfxxCM-3244172cdf3f41daded3bc06ab67d619,False
1167,1eb11f7516ff487cb0a139377d9aba60,1012,3s1nORCGckM-829c8c45024b8047922603c7d26b5de3,3s1nORCGckM-829c8c45024b8047922603c7d26b5de3,False
1169,331a3f8c4df74524afaac8a7e7aa908a,606,bBXrAl_Bebg-b30ab8cc7ccfc3fac664aea957cc14dd,bBXrAl_Bebg-b30ab8cc7ccfc3fac664aea957cc14dd,False
1171,rkaIhKVge08-2aea3752ef7cf58a71f7395397820bf1,1015,rkaIhKVge08-2aea3752ef7cf58a71f7395397820bf1,rkaIhKVge08-2aea3752ef7cf58a71f7395397820bf1,True
1175,97bf89bc10b54bfd825f9ad77c0c44d9,1019,XJOS2IQdoVo-6c2977820952b57f161930c5a8ba773d,XJOS2IQdoVo-6c2977820952b57f161930c5a8ba773d,False
1176,8b90efe210f247f1ac2f96f3a2531278,1020,VSxPuIzFDMA-a62ff1f9553fc77149e4bac131ee419e,VSxPuIzFDMA-a62ff1f9553fc77149e4bac131ee419e,False
1177,149f7cd30c7a4e309c56f069830d5472,105,cIpVMLyY2k4-6158a0f6c7723c622baaa11bb14df913,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,False
1178,cfead92177f54cf2bb2f1e30113d46fc,182,cExnmHA2_pA-20c67d49bca31877a4e6ee84b039d687,cExnmHA2_pA-20c67d49bca31877a4e6ee84b039d687,False
1179,6e940d8348bd47f58118eada0a16c365,164,34Sozqs9YD8-c6894173310fbbbff578095cd9bdf9c7,34Sozqs9YD8-c6894173310fbbbff578095cd9bdf9c7,False
1180,a18444977736411fab577643ad40e1c9,121,6yJuyFN4Ihg-90dfe7b732a24ef61fd52c5eae95162e,lnZNiivm2zU-e1caaa59e5479f037914e52e0893cc6e,False
1181,5fce70f9f7ec40be9bf0f1b827f4c4ed,1021,bfSQtUGCR8k-1ae6897168dd126a294d4a78397111bd,bfSQtUGCR8k-1ae6897168dd126a294d4a78397111bd,False
1183,6ad1b65fb2cd49f5b1791b2d20504230,1023,WbXAGOrI2t8-4d8e749e6a7f8273dcef742b56e47a12,WbXAGOrI2t8-4d8e749e6a7f8273dcef742b56e47a12,False
1186,VuW-M9TB7tM-73472a9187f950d4812582d25154f1d4,470,VuW-M9TB7tM-73472a9187f950d4812582d25154f1d4,VuW-M9TB7tM-73472a9187f950d4812582d25154f1d4,True
1190,xAIq2HtX_lk-7ddb270bece191e9e4dcab56fa46391e,1028,xAIq2HtX_lk-7ddb270bece191e9e4dcab56fa46391e,xAIq2HtX_lk-7ddb270bece191e9e4dcab56fa46391e,True
1191,2e40cb2fe74e4d9db5e1eb9efdf85d91,867,QIfx1ZYe628-8603acb0022bec43756b868ca67b888f,QIfx1ZYe628-8603acb0022bec43756b868ca67b888f,False
1193,8f86f0656f434525ac2fa36f35c0d449,256,wwACdMZCDEU-bb61490d742154216b9259cc0226705e,wwACdMZCDEU-bb61490d742154216b9259cc0226705e,False
1194,GyaFEZujpbY-e2e5d448e968fd988bf891592ef744af,1030,GyaFEZujpbY-e2e5d448e968fd988bf891592ef744af,GyaFEZujpbY-e2e5d448e968fd988bf891592ef744af,True
1195,8cb10c5aa8484b2ea812509a37947ad1,1031,flsevUvm098-ba74e90711c9692f2a6a1157a6eaf146,flsevUvm098-ba74e90711c9692f2a6a1157a6eaf146,False
1196,9d9f386e40e74b758e107d4631550edd,1032,NWK5esmrRYU-9225338a8fdc57473a7f91cf49811075,NWK5esmrRYU-9225338a8fdc57473a7f91cf49811075,False
1197,2b94570a2be04349a9e1cd68af8ae621,1033,R1WilFnYuUQ-48093d0372477e02b4729e5b123878a3,R1WilFnYuUQ-48093d0372477e02b4729e5b123878a3,False
1198,5fc0d0715c704797ab3180fd8e3a7a93,1034,A_sT5l8OJ7o-67676666d47a43deaa3c543ab02e92c8,A_sT5l8OJ7o-67676666d47a43deaa3c543ab02e92c8,False
1199,5sl98RjqVgc-19dd304495cab317f61188b5ca4b4eb1,33,5sl98RjqVgc-19dd304495cab317f61188b5ca4b4eb1,5sl98RjqVgc-19dd304495cab317f61188b5ca4b4eb1,True
1201,d582911db13b4ee5a916b81907b6699d,35,bpfli0ZF7do-606d605202d4ad7b0dadea8cfa790da3,bpfli0ZF7do-606d605202d4ad7b0dadea8cfa790da3,False
1203,3c58886978474627935ba2f21d3d61ed,772,_0foUzIPjfg-51b56caecd6283e29edd4c216973a1cf,_0foUzIPjfg-51b56caecd6283e29edd4c216973a1cf,False
1204,gqX0f7c4Qcw-ef4cc9354f3b0e4aec04a78bdc5f5416,860,gqX0f7c4Qcw-ef4cc9354f3b0e4aec04a78bdc5f5416,gqX0f7c4Qcw-ef4cc9354f3b0e4aec04a78bdc5f5416,True
1206,nHmJDnp2P_k-d5c986026db72c8fbc86944a94fc7b09,1038,nHmJDnp2P_k-d5c986026db72c8fbc86944a94fc7b09,nHmJDnp2P_k-d5c986026db72c8fbc86944a94fc7b09,True
1209,Ki_zcehbtRs-0b01394092f8fc8de830507bea65d78a,105,Ki_zcehbtRs-0b01394092f8fc8de830507bea65d78a,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,True
1211,49f397b693eb41a9b7c8a95b0147c6a0,470,VuW-M9TB7tM-73472a9187f950d4812582d25154f1d4,VuW-M9TB7tM-73472a9187f950d4812582d25154f1d4,False
1212,ypQ7hdbx2EA-266e71b8bdf7177b6a988d6bb0ee5ef0,765,ypQ7hdbx2EA-266e71b8bdf7177b6a988d6bb0ee5ef0,ypQ7hdbx2EA-266e71b8bdf7177b6a988d6bb0ee5ef0,True
1213,adc46f3294544f0c819b02fc1d52d700,1042,9objfchk-RI-865b48e5d56df9ca8b9a926ea3c9a256,9objfchk-RI-865b48e5d56df9ca8b9a926ea3c9a256,False
1214,6e215e21b26d45fe99f4e713269956d3,1043,4HcDSpWFmg0-79380a36b7587add31e998fb5180be2f,4HcDSpWFmg0-79380a36b7587add31e998fb5180be2f,False
1215,86cb29901fb6455fa8c245881e82c44d,1044,Lkgc2DpdRIQ-707c7c494b7172a2468be1eb9360c3d9,Lkgc2DpdRIQ-707c7c494b7172a2468be1eb9360c3d9,False
1218,cac9f0d400b34c729fc5fab07143530b,1047,oCqisXWlnhM-9d5e100270a890bf19c82eaa98fbc991,oCqisXWlnhM-9d5e100270a890bf19c82eaa98fbc991,False
1219,5564565f5d7e44c9aa79278f8e1bc6a4,1048,xk8Xoa60sFE-2c3ff073729dbc9e0caced24817518f8,xk8Xoa60sFE-2c3ff073729dbc9e0caced24817518f8,False
1220,UJF0Q00Jbmg-584dcfbf73f0972b51e4ca18c83659e3,802,UJF0Q00Jbmg-584dcfbf73f0972b51e4ca18c83659e3,UJF0Q00Jbmg-584dcfbf73f0972b51e4ca18c83659e3,True
1221,GD_v8hV2G2s-f98560537442ee80869216d17b44600c,800,GD_v8hV2G2s-f98560537442ee80869216d17b44600c,GD_v8hV2G2s-f98560537442ee80869216d17b44600c,True
1222,WPlemPk0ftQ-7fd469b3130c7cd1a622b7dbad4284bc,532,WPlemPk0ftQ-7fd469b3130c7cd1a622b7dbad4284bc,WPlemPk0ftQ-7fd469b3130c7cd1a622b7dbad4284bc,True
1223,cKcs94krExM-c0cb26beb0f3d70aa61e8dcfc7be0801,1049,cKcs94krExM-c0cb26beb0f3d70aa61e8dcfc7be0801,cKcs94krExM-c0cb26beb0f3d70aa61e8dcfc7be0801,True
1224,782afef3c7af4fcaafd848ca7079a900,1050,iGLSBZZCSF0-dbeb85c995a13a6e4da653e5e1f848c7,iGLSBZZCSF0-dbeb85c995a13a6e4da653e5e1f848c7,False
1226,adbcecf7eec74f8d8c747d1b56c7fb45,1052,tIORVJOhOL0-5868a73bcda650757743b4855570baad,tIORVJOhOL0-5868a73bcda650757743b4855570baad,False
1227,45e0ca55cb35466b9452f992f1f8637e,1053,KD-zqWSnLHg-b59c0c64a8cb8a1dc1ebd5452767bdd8,KD-zqWSnLHg-b59c0c64a8cb8a1dc1ebd5452767bdd8,False
1234,80a0a23aeb1d4a699f5cdcf846eee96c,1059,g9WyvQMluD8-c7eb12c004db838d39448b6a57d6a430,g9WyvQMluD8-c7eb12c004db838d39448b6a57d6a430,False
1235,XF-MEzftZ0s-83c2b1d7d679a39c7a3d4bc46c63344c,885,XF-MEzftZ0s-83c2b1d7d679a39c7a3d4bc46c63344c,XF-MEzftZ0s-83c2b1d7d679a39c7a3d4bc46c63344c,True
1236,4a93bb1828fb4e838bbfcda0237d5b7f,1060,h_oWKSYNAZQ-488c383963c4655afaeebf7a617e2659,h_oWKSYNAZQ-488c383963c4655afaeebf7a617e2659,False
1242,vHkJVH3goTI-87a6e2c8b6afdad64ca964290ba7a4c8,70,vHkJVH3goTI-87a6e2c8b6afdad64ca964290ba7a4c8,RU7-9l71zWs-e2a2099fd673e8874930816fb8fe387f,True
1244,be8bd36d9d114ee590df388ad713bd6b,1067,LFnMl6Lj3co-11cf15e9ee5ae44575f2743de9812ee5,LFnMl6Lj3co-11cf15e9ee5ae44575f2743de9812ee5,False
1247,b6f2f5ae13fc4d00b30a67f443f709a5,229,Rz1ME5tZPMw-d976b78ae2209c9de020a9f8e5746767,Rz1ME5tZPMw-d976b78ae2209c9de020a9f8e5746767,False
1250,bf566b46167641ef83f51bd6e93f2232,1071,AgMNzWiOERs-31d7ad44766e44a5a4335e91298a2f01,AgMNzWiOERs-31d7ad44766e44a5a4335e91298a2f01,False
1251,796e020ed1494e0983cd43d1f7531ef8,1072,WbXAGOrI2t8-4d8e749e6a7f8273dcef742b56e47a12,WbXAGOrI2t8-4d8e749e6a7f8273dcef742b56e47a12,False
1252,2GgcAyiuPcI-0967a86cf748d99870a66d344d6db4e5,1073,2GgcAyiuPcI-0967a86cf748d99870a66d344d6db4e5,2GgcAyiuPcI-0967a86cf748d99870a66d344d6db4e5,True
1253,9gTpxuL8LSE-fef2daee17d8e0b8d9c86d2863649574,630,9gTpxuL8LSE-fef2daee17d8e0b8d9c86d2863649574,9gTpxuL8LSE-fef2daee17d8e0b8d9c86d2863649574,True
1256,3f6e44f8461b4abf8734c30bdd01cc9e,893,DfaPkeyYcMU-d920474fecf21e0ba16ab1505ef5c635,DfaPkeyYcMU-d920474fecf21e0ba16ab1505ef5c635,False
1258,FouQjhCSBCk-90be027463eb8322d86c65579b48687b,754,FouQjhCSBCk-90be027463eb8322d86c65579b48687b,FouQjhCSBCk-90be027463eb8322d86c65579b48687b,True
1259,vGOTCaaWKps-5cf842c2864e77e1fd64f768ec03ac0b,1077,vGOTCaaWKps-5cf842c2864e77e1fd64f768ec03ac0b,vGOTCaaWKps-5cf842c2864e77e1fd64f768ec03ac0b,True
1260,6bf07b8328204563bcc42c35710a6c99,1078,6aFDcJGTJMc-54572dd08f682a62719ff1c1f871b74f,6aFDcJGTJMc-54572dd08f682a62719ff1c1f871b74f,False
1262,20c902fbdf354c0ea87ccf5459bfae42,1080,g7PSxWsnslI-744f3f86f7face1a28fb5a4b1a44fb0a,g7PSxWsnslI-744f3f86f7face1a28fb5a4b1a44fb0a,False
1263,500a189f36534ce0acad83bf6160c96a,718,bdJssVqgX_Q-f2c80ac1c83da1bc0a2fa9bd9ba14fad,bdJssVqgX_Q-f2c80ac1c83da1bc0a2fa9bd9ba14fad,False
1266,u9jb44WSsi0-9bef8c965ba65f428472dda04a6dcf53,1083,u9jb44WSsi0-9bef8c965ba65f428472dda04a6dcf53,u9jb44WSsi0-9bef8c965ba65f428472dda04a6dcf53,True
1271,RU7-9l71zWs-e2a2099fd673e8874930816fb8fe387f,70,RU7-9l71zWs-e2a2099fd673e8874930816fb8fe387f,RU7-9l71zWs-e2a2099fd673e8874930816fb8fe387f,True
